playerId,lastName,firstName,position,shootsCatches,height,weight,birthDate,draftRound,draftOverall,draftingTeam,amateurTeam
8482463,Rindell,Axel,D,R,71,176,2000-04-23,6,177,Toronto Maple Leafs,Jukurit (Finland)
8482455,Hughes,Bear,C,R,74,171,2001-05-30,5,148,Washington Capitals,Spokane Chiefs (WHL)
8482489,Meehan,Ben,D,L,72,178,2001-04-20,5,140,Los Angeles Kings,Cedar Rapids (USHL)
8481827,McCartney,Ben,LW,L,72,182,2001-07-13,7,204,Arizona Coyotes,Brandon Wheat Kings (WHL)
8482495,Baumgartner,Benjamin,C,L,69,165,2000-04-22,6,161,New Jersey Devils,Davos (Swiss)
8482114,Biondi,Blake,C,R,72,191,2002-04-24,4,109,Montreal Canadiens,Hermantown (High-MN)
8482167,Trineyev,Bogdan,RW,R,75,198,2002-03-04,4,117,Washington Capitals,Dynamo Moscow 2 (Russia-Jr.)
8482073,Schneider,Braden,D,R,74,202,2001-09-20,1,19,New York Rangers,Brandon Wheat Kings (WHL)
8482086,Coe,Brandon,RW,R,76,188,2001-12-01,4,98,San Jose Sharks,North Bay Battalion (OHL)
8482153,Brisson,Brendan,C,L,71,179,2001-10-22,1,29,Vegas Golden Knights,Chicago (USHL)
8482132,Berard,Brett,LW,L,69,155,2002-09-09,5,134,New York Rangers,USA U-18 (U.S. NTDP)
8482122,Faber,Brock,D,R,72,190,2002-08-22,2,45,Los Angeles Kings,USA U-18 (U.S. NTDP)
8482477,Clang,Calle,G,L,74,194,2002-05-20,3,77,Pittsburgh Penguins,Rogle Jr. (Sweden-Jr.)
8482490,Bantle,Carson,LW,L,76,194,2002-01-22,5,142,Arizona Coyotes,Madison (USHL)
8482108,Savoie,Carter,LW,L,69,192,2002-01-23,4,100,Edmonton Oilers,Sherwood Park (AJHL)
8481802,Yetman,Chad,C,R,71,179,2000-02-18,6,172,Chicago Blackhawks,Erie Otters (OHL)
8482195,Yoder,Chase,C,L,70,176,2002-05-28,6,170,Pittsburgh Penguins,USA U-18 (U.S. NTDP)
8482507,Bradley,Chase,LW,L,71,180,2002-01-09,7,203,Detroit Red Wings,Omaha (USHL)
8482508,McLane,Chase,C,R,73,175,2000-04-22,7,209,Nashville Predators,Tri-City (USHL)
8482189,Ambrosio,Colby,C,R,69,170,2002-08-07,4,118,Colorado Avalanche,Tri-City (USHL)
8482149,Perfetti,Cole,C,L,71,177,2002-01-01,1,10,Winnipeg Jets,Saginaw Spirit (OHL)
8481133,Reinhardt,Cole,LW,L,72,200,2000-02-01,6,181,Ottawa Senators,Brandon Wheat Kings (WHL)
8482074,Zary,Connor,C,L,72,178,2001-09-25,1,24,Calgary Flames,Kamloops Blazers (WHL)
8482220,McClennon,Connor,RW,R,68,163,2002-06-25,6,178,Philadelphia Flyers,Winnipeg Ice (WHL)
8482106,Hanas,Cross,LW,L,73,171,2002-01-05,2,55,Detroit Red Wings,Portland Winter Hawks (WHL)
8482094,Hunt,Daemon,D,L,73,201,2002-05-15,3,65,Minnesota Wild,Moose Jaw Warriors (WHL)
8482139,Torgersson,Daniel,LW,L,75,199,2002-01-26,2,40,Winnipeg Jets,Frolunda Jr. (Sweden-Jr.)
8482491,Ljungman,Daniel,C,L,73,166,2002-04-03,5,154,Dallas Stars,Linkoping Jr. (Sweden-Jr.)
8482513,Chechelev,Daniil,G,R,75,187,2001-02-23,4,96,Calgary Flames,Chekhov 2 (Russia-Jr.)
8482101,Gushchin,Danil,LW,L,68,165,2002-02-06,3,76,San Jose Sharks,Muskegon (USHL)
8482110,Mercer,Dawson,C,R,72,180,2001-10-27,1,18,New Jersey Devils,Chicoutimi Sagueneens (QMJHL)
8482474,McDonnell,Declan,RW,R,70,174,2002-02-25,7,217,Tampa Bay Lightning,Kitchener Rangers (OHL)
8482221,Levi,Devon,G,L,72,184,2001-12-27,7,212,Florida Panthers,Carleton Place (CCHL)
8482498,Zlodeyev,Dmitry,C,L,71,185,2002-02-15,6,175,Vancouver Canucks,Dynamo Moscow 2 (Russia-Jr.)
8482488,Ovchinnikov,Dmitry,C,L,71,161,2002-08-19,5,137,Toronto Maple Leafs,Novosibirsk 2 (Russia-Jr.)
8482131,Sebrango,Donovan,D,L,73,194,2002-01-12,3,63,Detroit Red Wings,Kitchener Rangers (OHL)
8482123,Commesso,Drew,G,L,74,180,2002-07-19,2,46,Chicago Blackhawks,USA U-18 (U.S. NTDP)
8482121,Peterson,Dylan,C,R,76,192,2002-01-08,3,86,St. Louis Blues,USA U-18 (U.S. NTDP)
8482077,Holloway,Dylan,LW,L,73,203,2001-09-23,1,14,Edmonton Oilers,Wisconsin (Big Ten)
8482193,Garand,Dylan,G,L,72,173,2002-06-07,4,103,New York Rangers,Kamloops Blazers (WHL)
8482096,Powell,Eamon,D,R,71,165,2002-05-10,4,116,Tampa Bay Lightning,USA U-18 (U.S. NTDP)
8482163,Viro,Eemil,D,L,72,165,2002-04-03,3,70,Detroit Red Wings,TPS (Finland)
8481102,Sokolov,Egor,LW,R,75,222,2000-06-07,2,61,Ottawa Senators,Cape Breton Screaming Eagles (QMJHL)
8482505,Ekmark,Elliot,C,L,69,162,2002-01-29,7,198,Florida Panthers,Linkoping Jr. (Sweden-Jr.)
8482452,Desnoyers,Elliot,LW,L,71,183,2002-01-21,5,135,Philadelphia Flyers,Moncton Wildcats (QMJHL)
8482467,Ekefjard,Elliot,RW,L,76,216,2002-01-25,7,192,Arizona Coyotes,IF BJO ()
8482476,Heineman,Emil,LW,L,73,185,2001-11-16,2,43,Florida Panthers,Leksand Jr. (Sweden-Jr.)
8482126,Andrae,Emil,D,L,69,181,2002-02-23,2,54,Philadelphia Flyers,HV 71 JR. (Sweden-Jr.)
8482457,Engstrand,Eric,LW,L,76,209,2000-05-18,5,155,Ottawa Senators,Malmo Jr. (Sweden-Jr.)
8482115,Bowen,Ethan,C,L,73,154,2002-05-14,7,207,Anaheim Ducks,Chilliwack (BCHL)
8482194,Edwards,Ethan,D,L,70,176,2002-06-06,4,120,New Jersey Devils,Spruce Grove (AJHL)
8482152,Vierling,Evan,C,L,72,167,2002-06-20,5,127,New York Rangers,Barrie Colts (OHL)
8482461,Engaras,Filip,C,R,72,187,1999-05-16,6,169,Edmonton Oilers,New Hampshire (H-East)
8482462,Barklund,Filip,C,L,71,159,2002-08-29,6,173,Arizona Coyotes,Orebro Jr. (Sweden-Jr.)
8482201,Goncalves,Gage,C,L,72,181,2001-01-16,2,62,Tampa Bay Lightning,Everett Silvertips (WHL)
8482188,Bjorklund,Garin,G,L,74,174,2002-05-28,6,179,Washington Capitals,Medicine Hat Tigers (WHL)
8482506,Fontaine,Gunnarwolfe,LW,L,68,172,2000-09-16,7,202,Nashville Predators,Chicago (USHL)
8482169,Grans,Helge,D,R,76,205,2002-05-10,2,35,Los Angeles Kings,Malmo Jr. (Sweden-Jr.)
8482148,Lapierre,Hendrix,C,L,72,180,2002-02-09,1,22,Washington Capitals,Chicoutimi Sagueneens (QMJHL)
8482472,Tikkanen,Henrik,G,L,79,200,2000-09-28,7,214,New York Islanders,HIFK Jr. (Finland-Jr.)
8482504,Ollas,Hugo,G,L,79,220,2002-04-24,7,197,New York Rangers,Linkoping Jr. (Sweden-Jr.)
8482178,Moore,Ian,D,R,74,171,2002-01-04,3,67,Anaheim Ducks,St. Mark's School (High-MA)
8482137,Askarov,Iaroslav,G,R,75,176,2002-06-16,1,11,Nashville Predators,Neva St. Petersburg (RUSSIA-2)
8482470,Solovyov,Ilya,D,L,75,208,2000-07-20,7,205,Calgary Flames,Saginaw Spirit (OHL)
8482192,Phillips,Isaak,D,L,75,193,2001-09-28,5,141,Chicago Blackhawks,Sudbury Wolves (OHL)
8482144,Thompson,Jack,D,R,72,178,2002-03-19,3,93,Tampa Bay Lightning,Sudbury Wolves (OHL)
8482097,Quinn,Jack,RW,R,72,185,2001-09-19,1,8,Buffalo Sabres,Ottawa 67's (OHL)
8482090,Finley,Jack,C,R,78,220,2002-09-02,2,57,Tampa Bay Lightning,Spokane Chiefs (WHL)
8482514,Smith,Jack,C,L,71,182,2002-07-06,4,102,Montreal Canadiens,St. Cloud Cathedral (High-MN)
8482512,Hallum,Jackson,LW,L,71,163,2002-09-08,3,91,Vegas Golden Knights,St. Thomas (High-MN)
8482198,Kunz,Jackson,LW,L,75,210,2002-08-13,4,113,Vancouver Canucks,Shattuck-St. Mary's (High-MN)
8482150,Perreault,Jacob,RW,R,71,192,2002-04-15,1,27,Anaheim Ducks,Sarnia Sting (OHL)
8482119,Truscott,Jacob,D,L,73,170,2002-04-12,5,144,Vancouver Canucks,USA U-18 (U.S. NTDP)
8482105,Sanderson,Jake,D,L,74,185,2002-07-08,1,5,Ottawa Senators,USA U-18 (U.S. NTDP)
8482089,Neighbours,Jake,LW,L,72,201,2002-03-29,1,26,St. Louis Blues,Edmonton Oil Kings (WHL)
8482183,Boltmann,Jake,D,R,73,188,2001-10-19,3,80,Calgary Flames,Edina (High-MN)
8482487,Dobes,Jakub,G,L,76,200,2001-05-27,5,136,Montreal Canadiens,Omaha (USHL)
8482526,Konecny,Jakub,C,L,70,150,2002-06-19,7,216,Buffalo Sabres,Sparta Jr. (Czech-Jr.)
8482142,Drysdale,Jamie,D,R,71,183,2002-04-08,1,6,Anaheim Ducks,Erie Otters (OHL)
8482135,Bednar,Jan,G,L,76,200,2002-08-26,4,107,Detroit Red Wings,Sokolov (Czech-2)
8482136,Mysak,Jan,C,L,72,182,2002-06-24,2,48,Montreal Canadiens,Hamilton Bulldogs (OHL)
8482084,Pytlik,Jaromir,C,R,74,200,2001-09-25,4,99,New Jersey Devils,Sault Ste. Marie Greyhounds (OHL)
8482454,Dureau,Jaydon,LW,L,71,173,2001-01-20,5,147,Tampa Bay Lightning,Portland Winter Hawks (WHL)
8482147,Foudy,Jean-Luc,C,R,71,177,2002-05-13,3,75,Colorado Avalanche,Windsor Spitfires (OHL)
8482469,Lindewall,Jeremias,RW,L,74,183,2002-01-02,7,200,Edmonton Oilers,Modo Jr. (Sweden-Jr.)
8482173,Poirier,Jeremie,D,L,73,196,2002-06-02,3,72,Calgary Flames,Saint John Sea Dogs (QMJHL)
8482484,Vikman,Jesper,G,L,75,179,2002-03-11,5,125,Vegas Golden Knights,AIK Jr. (Sweden-Jr.)
8450043,Miller,Joe,G,L,69,170,1900-10-06,6,180,Toronto Maple Leafs,Blake (High-MN)
8482446,Blomqvist,Joel,G,L,74,183,2002-01-10,2,52,Pittsburgh Penguins,Karpat Jr. (Finland-Jr.)
8482522,Fusco,John,D,R,69,174,2001-06-13,7,189,Toronto Maple Leafs,Dexter School (High-MA)
8482175,Peterka,JJ,RW,L,71,192,2002-01-14,2,34,Buffalo Sabres,Munchen (GERMANY)
8482170,Jurmo,Joni,D,L,75,190,2002-04-19,3,82,Vancouver Canucks,Jokerit Jr. (Finland-Jr.)
8482450,Markkanen,Juho,G,L,74,146,2002-04-06,4,112,Los Angeles Kings,Saipa Jr. (Finland-Jr.)
8482088,Sourdif,Justin,RW,R,71,173,2002-03-24,3,87,Florida Panthers,Vancouver Giants (WHL)
8482111,Barron,Justin,D,R,74,195,2001-11-15,1,25,Colorado Avalanche,Halifax Mooseheads (QMJHL)
8482087,Guhle,Kaiden,D,L,74,199,2002-01-18,1,16,Montreal Canadiens,Prince Albert Raiders (WHL)
8482128,Simontaival,Kasper,RW,R,69,177,2002-01-11,3,66,Los Angeles Kings,Tappara Jr. (Finland-Jr.)
8482203,Puutio,Kasper,D,R,71,180,2002-06-03,5,153,Florida Panthers,Everett Silvertips (WHL)
8482521,Draper,Kienan,RW,R,72,187,2002-02-19,7,187,Detroit Red Wings,St. Andrew's College (HIGH-ON)
8482492,Aucoin,Kyle,D,L,71,164,2002-07-02,6,156,Detroit Red Wings,Tri-City (USHL)
8482172,Slaggert,Landon,LW,L,72,180,2002-06-25,3,79,Chicago Blackhawks,USA U-18 (U.S. NTDP)
8482447,Merilainen,Leevi,G,L,74,158,2002-08-13,3,71,Ottawa Senators,Karpat Jr. (Finland-Jr.)
8482478,Loof,Leo,D,L,74,176,2002-04-25,3,88,St. Louis Blues,Farjestad Jr. (Sweden-Jr.)
8482471,Oberg,Linus,C,R,72,202,2000-07-18,7,206,San Jose Sharks,Orebro (Sweden)
8481806,Crevier,Louis,D,R,72,196,2001-05-04,7,188,Chicago Blackhawks,Chicoutimi Sagueneens (QMJHL)
8482078,Raymond,Lucas,LW,R,71,182,2002-03-28,1,4,Detroit Red Wings,Frolunda (Sweden)
8482518,Mercuri,Lucas,C,R,75,191,2002-03-07,6,159,Carolina Hurricanes,Salisbury (HIGH-CT)
8482117,Reichel,Lukas,LW,L,72,170,2002-05-17,1,17,Chicago Blackhawks,Eisbaren Berlin (GERMANY)
8482449,Svejkovsky,Lukas,C,R,70,165,2001-11-28,4,108,Pittsburgh Penguins,Medicine Hat Tigers (WHL)
8482141,Cormier,Lukas,D,L,70,180,2002-03-27,3,68,Vegas Golden Knights,Charlottetown Islanders (QMJHL)
8482146,Evangelista,Luke,RW,R,71,166,2002-02-21,2,42,Nashville Predators,London Knights (OHL)
8482180,Reid,Luke,D,R,72,190,2001-09-26,6,166,Nashville Predators,Chicago (USHL)
8482134,Tuch,Luke,LW,L,74,203,2002-03-07,2,47,Montreal Canadiens,USA U-18 (U.S. NTDP)
8482091,Prokop,Luke,D,R,76,217,2002-05-06,3,73,Nashville Predators,Calgary Hitmen (WHL)
8482202,Berezkin,Maksim,LW,R,74,201,2001-10-12,5,138,Edmonton Oilers,Yaroslavl 2 (Russia-Jr.)
8482177,Khusnutdinov,Marat,C,L,71,176,2002-07-17,2,37,Minnesota Wild,SKA St. Petersburg 2 (Russia-Jr.)
8482079,Rossi,Marco,C,L,69,182,2001-09-23,1,9,Minnesota Wild,Ottawa 67's (OHL)
8482160,Chromiak,Martin,RW,R,72,187,2002-08-20,5,128,Los Angeles Kings,Kingston Frontenacs (OHL)
8482517,Langenbrunner,Mason,D,R,74,166,2002-09-14,5,151,Boston Bruins,Eden Prarie (High-MN)
8482511,Lohrei,Mason,D,L,76,195,2001-01-17,2,58,Boston Bruins,Green Bay (USHL)
8482464,Rajaniemi,Matias,D,L,76,201,2002-09-11,6,183,New York Islanders,Pelicans Jr. (Finland-Jr.)
8482460,Rempe,Matt,C,R,79,207,2002-06-29,6,165,New York Rangers,Seattle Thunderbirds (WHL)
8482219,Costantini,Matteo,C,L,72,173,2002-08-16,5,131,Buffalo Sabres,Buffalo Jr. Sabres (OJHL)
8482516,Kessel,Matthew,D,R,74,205,2000-06-23,5,150,St. Louis Blues,Massachusetts-Lowell (H-East)
8482145,Bourque,Mavrik,C,R,70,185,2002-01-08,1,30,Dallas Stars,Shawinigan Cataractes (QMJHL)
8482168,Groshev,Maxim,RW,L,74,194,2001-12-14,3,85,Tampa Bay Lightning,Nizhnekamsk (Russia)
8482473,Marushev,Maxim,C,R,73,176,1999-01-01,7,215,Vegas Golden Knights,Bars Kazan (RUSSIA-2)
8482208,Krutil,Michael,D,R,75,202,2002-06-03,4,110,Chicago Blackhawks,Sparta Jr. (Czech-Jr.)
8482107,Benning,Michael,D,R,69,177,2002-01-05,4,95,Florida Panthers,Sherwood Park (AJHL)
8482451,Pyyhtia,Mikael,LW,L,72,154,2001-12-17,4,114,Columbus Blue Jackets,TPS Jr. (Finland-Jr.)
8482083,Miller,Mitchell,D,R,70,180,2001-12-20,4,111,Arizona Coyotes,Tri-City (USHL)
8482493,Capone,Nick,RW,R,74,202,2001-12-17,6,157,Tampa Bay Lightning,Tri-City (USHL)
8482076,Daws,Nico,G,L,76,205,2000-12-22,3,84,New Jersey Devils,Guelph Storm (OHL)
8482496,Aman,Nils,C,L,74,179,2000-02-07,6,167,Colorado Avalanche,Leksand Jr. (Sweden-Jr.)
8482500,Ellis,Noah,D,R,74,191,2002-02-01,6,184,Vegas Golden Knights,Des Moines (USHL)
8482468,Beck,Noah,D,L,76,184,2001-03-25,7,194,St. Louis Blues,Fargo (USHL)
8482080,Gunler,Noel,RW,R,74,176,2001-10-07,2,41,Carolina Hurricanes,Lulea (Sweden)
8482453,Bjorgvik-Holm,Ole Julian,D,L,75,195,2002-05-23,5,145,Columbus Blue Jackets,Mississauga Steelheads (OHL)
8482481,Tarnstrom,Oliver,C,L,72,158,2002-08-30,3,92,New York Rangers,AIK Jr. (Sweden-Jr.)
8482509,Magnusson,Oskar,LW,L,70,166,2002-01-31,7,211,Washington Capitals,Malmo Jr. (Sweden-Jr.)
8482103,Wiesblatt,Ozzy,C,R,70,183,2002-03-09,1,31,San Jose Sharks,Prince Albert Raiders (WHL)
8482217,Novak,Pavel,RW,R,69,170,2002-04-16,5,146,Minnesota Wild,Kelowna Rockets (WHL)
8482458,Daoust,Philippe,C,L,72,151,2001-11-05,6,158,Ottawa Senators,Moncton Wildcats (QMJHL)
8482124,Byfield,Quinton,C,L,77,220,2002-08-19,1,2,Los Angeles Kings,Sudbury Wolves (OHL)
8482456,Ansons,Raivis,RW,L,73,191,2002-01-29,5,149,Pittsburgh Penguins,Baie-Comeau Drakkar (QMJHL)
8482465,Poirier,Remi,G,L,74,200,2001-10-06,6,185,Dallas Stars,Gatineau Olympiques (QMJHL)
8482092,Greig,Ridly,C,L,71,163,2002-08-08,1,28,Ottawa Senators,Brandon Wheat Kings (WHL)
8482213,Duran,Riley,C,R,73,174,2002-01-25,6,182,Boston Bruins,Lawrence Academy (High-MA)
8482162,Jarventie,Roby,LW,L,74,184,2002-08-08,2,33,Ottawa Senators,KOOVEE (Finland-2)
8482099,Amirov,Rodion,LW,L,72,167,2001-10-02,1,15,Toronto Maple Leafs,Ufa (Russia)
8482187,Seeley,Ronan,D,L,72,176,2002-08-02,7,208,Carolina Hurricanes,Everett Silvertips (WHL)
8482130,Hirvonen,Roni,C,L,69,164,2002-01-10,2,59,Toronto Maple Leafs,Assat (Finland)
8482209,Kerins,Rory,C,L,70,175,2002-04-12,6,174,Calgary Flames,Sault Ste. Marie Greyhounds (OHL)
8482143,O'Rourke,Ryan,D,L,73,179,2002-05-16,2,39,Minnesota Wild,Sault Ste. Marie Greyhounds (OHL)
8482112,Francis,Ryan,RW,R,69,170,2001-12-02,5,143,Calgary Flames,Cape Breton Screaming Eagles (QMJHL)
8482525,Tverberg,Ryan,C,R,70,168,2002-01-30,7,213,Toronto Maple Leafs,Toronto JC (OJHL)
8482082,Rolston,Ryder,RW,R,73,175,2001-10-31,5,139,Colorado Avalanche,Waterloo (USHL)
8482118,Colangelo,Sam,RW,R,74,205,2001-12-26,2,36,Anaheim Ducks,Chicago (USHL)
8482129,Stange,Sam,RW,R,73,200,2001-04-20,4,97,Detroit Red Wings,Sioux Falls (USHL)
8482448,Knazko,Samuel,D,L,73,191,2002-08-07,3,78,Columbus Blue Jackets,TPS Jr. (Finland-Jr.)
8482499,Johannesson,Samuel,D,R,71,176,2000-12-27,6,176,Columbus Blue Jackets,Rogle (Sweden)
8482081,Farrell,Sean,C,L,69,175,2001-11-02,4,124,Montreal Canadiens,Chicago (USHL)
8482093,Jarvis,Seth,C,R,70,175,2002-02-01,1,13,Carolina Hurricanes,Portland Winter Hawks (WHL)
8482166,Mukhamadullin,Shakir,D,L,76,178,2002-01-10,1,20,New Jersey Devils,Ufa (Russia)
8482156,Dickinson,Tanner,C,L,72,169,2002-03-05,4,119,St. Louis Blues,Sault Ste. Marie Greyhounds (OHL)
8482140,Niederbach,Theodor,C,R,71,172,2002-02-25,2,51,Detroit Red Wings,Frolunda Jr. (Sweden-Jr.)
8482127,Nickl,Thimo,D,R,74,176,2001-12-04,4,104,Anaheim Ducks,Drummondville Voltigeurs (QMJHL)
8482133,Bordeleau,Thomas,C,L,70,175,2002-01-03,2,38,San Jose Sharks,USA U-18 (U.S. NTDP)
8482116,Stützle,Tim,LW,L,72,190,2002-01-15,1,3,Ottawa Senators,Mannheim (GERMANY)
8482524,Spitserov,Timofey,RW,L,71,174,2002-03-26,7,210,San Jose Sharks,Culver Academy (High-IN)
8482158,Niemela,Topi,D,R,71,156,2002-03-25,3,64,Toronto Maple Leafs,Karpat (Finland)
8482479,Kuntar,Trevor,C,L,72,197,2001-06-20,3,89,Boston Bruins,Youngstown (USHL)
8482181,Robins,Tristen,C,R,70,176,2001-11-15,2,56,San Jose Sharks,Saskatoon Blades (WHL)
8482104,Smilanic,Ty,C,L,73,175,2002-01-20,3,74,Florida Panthers,USA U-18 (U.S. NTDP)
8482095,Kleven,Tyler,D,L,76,200,2002-01-10,2,44,Ottawa Senators,USA U-18 (U.S. NTDP)
8482151,Tullio,Tyler,RW,R,70,165,2002-04-05,5,126,Edmonton Oilers,Oshawa Generals (OHL)
8482459,Bauer,Tyrel,D,R,75,206,2002-03-23,6,164,Winnipeg Jets,Seattle Thunderbirds (WHL)
8482159,Foerster,Tyson,RW,R,74,194,2002-01-18,1,23,Philadelphia Flyers,Barrie Colts (OHL)
8482102,Ponomarev,Vasiliy,C,L,70,180,2002-03-13,2,53,Carolina Hurricanes,Shawinigan Cataractes (QMJHL)
8482519,Miettinen,Veeti,RW,L,69,161,2001-09-20,6,168,Toronto Maple Leafs,K-Espoo Jr. (Finland-Jr.)
8482502,Persson,Viktor,D,R,74,192,2001-11-07,7,191,Vancouver Canucks,Brynas Jr. (Sweden-Jr.)
8482205,Cranley,Will,G,L,76,185,2002-02-26,6,163,St. Louis Blues,Ottawa 67's (OHL)
8482207,Dufour,William,RW,R,75,195,2002-01-28,5,152,New York Islanders,Drummondville Voltigeurs (QMJHL)
8482171,Wallinder,William,D,L,76,191,2002-07-28,2,32,Detroit Red Wings,Modo Jr. (Sweden-Jr.)
8482174,Villeneuve,William,D,R,73,175,2002-03-20,4,122,Toronto Maple Leafs,Saint John Sea Dogs (QMJHL)
8482157,Cuylle,William,LW,L,75,212,2002-02-05,2,60,New York Rangers,Windsor Spitfires (OHL)
8482176,Kaiser,Wyatt,D,L,72,173,2002-07-31,3,81,Chicago Blackhawks,Andover (High-MN)
8482200,Schingoethe,Wyatt,C,L,70,200,2002-08-03,7,195,Toronto Maple Leafs,Waterloo (USHL)
8482165,Kuznetsov,Yan,D,L,76,209,2002-03-09,2,50,Calgary Flames,Connecticut (H-East)
8482475,Chinakhov,Yegor,RW,L,73,189,2001-02-01,1,21,Columbus Blue Jackets,Omsk 2 (Russia-Jr.)
8481863,Aksiantsiuk,Yauheni,RW,L,67,170,2001-02-27,6,162,Dallas Stars,Flint Firebirds (OHL)
8482098,Uens,Zachary,D,L,73,180,2001-05-13,4,105,Florida Panthers,Merrimack (H-East)
8482161,Wisdom,Zayde,RW,R,71,195,2002-07-07,4,94,Philadelphia Flyers,Kingston Frontenacs (OHL)
8482483,Nybeck,Zion,LW,L,66,182,2002-05-12,4,115,Carolina Hurricanes,HV 71 JR. (Sweden-Jr.)
